200 5 T
#X       LINEAR                 LOG                      EXPONENTIAL             POTENTIAL
0.1     0.718079165878583   -1.35638917702126         1.458853476235          1.8948792140233
0.05    1.02619591597279    -2.31765310767541         1.1843683916489         1.34889955912852
0.15    0.19591897475649    -1.82120101012939         0.595024973297403       1.23781397861872
0.2     0.313168781703984   -1.45626913073012         0.678804329891996       1.49480956820386
0.25    0.786822384357196   -0.799471976762694        1.11906961381613        2.0868223843572
0.3     0.76661310025928    -0.677359704066656        1.0655551757016         2.16978077277478
0.35    1.16017991149574    -0.169642213002936        1.42590104371722        2.65500384642563
0.4     0.932588242334128   -0.303702489540027        1.16517370137195        2.50995483843515
0.45    0.630710552155837   -0.527797144061934        0.830246680612228       2.28317173190565
0.5     0.74675843154169    -0.346388749018255        0.913332658075103       2.46807877510133
0.55    1.17467094780729     0.136833947051669        1.30837180079333        2.95953049393599
0.6     1.39567091059248     0.404845286826488        1.49658803195662        3.23946091831693
0.65    1.29169169399692     0.340908777904463        1.35991585322126        3.19036901848648
0.7     1.34332658403923     0.426651640100496        1.37894969234541        3.29330666364145
0.75    0.902005703214504    0.014323630762723        0.905120827924994       2.90008191456782
0.8     1.12385356981743     0.260710018503216        1.09455494889751        3.16713514281717
0.85    1.36257031500567     0.520051385507899        1.30095337178832        3.44843365219354
0.9     0.991771374368136    0.166410858710309        0.897932732464068       3.11782126851968
0.95    1.08971276634912     0.278419471961566        0.963750264744476       3.25375106979181
1       1.16534742539607     0.365347425396071        1.00736013373994        3.36534742539607
1.05    1.80501690229632     1.01380706646575         1.61510513638056        4.03910213208419
1.1     1.83455662941164     1.04986680921597         1.61282196684545        4.1009831739221
1.15    1.32521333069703     0.544975273072189        1.07175862677863        3.62235491912611
1.2     1.36232693403939     0.584648490833341        1.07725633782739        3.68866227907038
1.25    1.42481655978233     0.64796011109654         1.10823553036923        3.77891852603201
1.3     1.67757473882678     0.899939003294271        1.32959006181716        4.05810101412419
1.35    1.26825399406339     0.488358586513726        0.888973798259374       3.67393900565006
1.4     1.24981839657632     0.466290633197535        0.839352170872951       3.67946626643609
1.45    1.52307308338771     0.734636639820189        1.08153169388077        3.97555145702539
1.5     1.5371782842119      0.742643392320065        1.064673991521          4.01141289838667
1.55    1.87904556526488     1.07730049619604         1.37569204207439        4.3740154446615
1.6     1.79496823733219     0.984971866577928        1.26088058615283        4.30970142953425
1.65    1.64248402144835     0.82325930936084         1.07777879260219        4.17605379504789
1.7     1.89511632372737     1.06574457478954         1.29991153355906        4.44663776684896
1.75    1.81224577654533     0.971861564480748        1.18666092586239        4.38087274314221
1.8     2.07389235583393     1.22167902073605         1.41804844857902        4.65881471533355
1.85    2.38369158296232     1.51887722205255         1.69771114512029        4.98413273558295
1.9     1.94727163151382     1.06912551768621         1.23127873025671        4.56248625714088
1.95    1.77420434711594     0.88203371969159         1.02832461018869        4.40347636024662
2       1.68511513376814     0.778262314328086        0.909475769118204       4.32775582088743
2.05    2.58235787233452     1.66019766548484         1.77708768798835        5.23770419131743
2.1     1.79106982967215     0.853007174401524        0.956299253861692       4.45848285352898
2.15    2.17029049811175     1.21575834025132         1.30615159965418        4.8491539876963
2.2     1.76688971438242     0.795347074746687        0.873516223316114       4.45660880663981
2.25    2.54856425862982     1.55949447484615         1.62609158710997        5.24856425862982
2.3     2.49157990752991     1.48448903046501         1.54014517098693        5.20130517396084
2.35    2.79799207204362     1.77240740019968         1.81773411060772        5.51690498707038
2.4     2.14297569731963     1.09844443467353         1.13403509751488        4.87055571276853
2.45    2.01243465699445     0.948522681551083        0.974953773705698       4.74817740974401
2.5     2.183570469828       1.09986120170215         1.11769344854411        4.92698696008057
2.55    2.34438182314683     1.24047518231716         1.25025462248371        5.09499764994822
2.6     2.11647213174118     0.991983576768611        0.994242546248123       4.87382678072031
2.65    2.34661812577443     1.20117776577256         1.19643580902731        5.11026430460434
2.7     3.1451892636121      1.97844103662238         1.96720575159702        5.9146922811586
2.75    2.57641772974217     1.38801864142065         1.37078646453332        5.35135491527527
2.8     3.22389872642928     2.01351814361044         1.99077508016452        6.00385888563374
2.85    3.07504655969        1.84236555397055         1.8145878588481         5.85962946453024
2.9     3.2989413028573      2.04365203984973         2.01130685284054        6.08775721263522
2.95    2.36940371288743     1.09120888323915         1.05475482291335        5.16207292408273
3       2.83513506225409     1.53374735092219         1.49363507056042        5.63128748496072
3.05    2.61258175998065     1.28772335059997         1.24439605934723        5.41185651895254
3.1     3.24623800352962     1.89764011502072         1.85153406712134        6.04828306202732
3.15    3.34292615428643     1.97032860712398         1.92187356182129        6.14739795907609
3.2     2.95445586082612     1.5576066706318          1.50722632507235        5.76101900682561
3.25    3.4237882909254      2.00244328726704         1.950555684532          6.23211520412138
3.3     3.03998431301533     1.59390678148776         1.54092469567998        5.84975495039081
3.35    2.74382206294174     1.27278240877871         1.21911370892049        5.55472362825868
3.4     3.48154679395412     1.98532222557624         1.93137021991712        6.29327346832986
3.45    2.90283948160607     1.38121371264934         1.32737747484364        5.71509216790809
3.5     3.40483492192538     1.85759789042075         1.80427256890893        6.21732100208629
3.55    3.7798320612329      2.20677966472022         2.15435677653504        6.59226516565793
3.6     3.57392651495431     1.97486036041638         1.92372807053279        6.3860263032574
3.65    3.29537728244589     1.67010445004029         1.62064783729581        6.10686923480873
3.7     3.48338682094158     1.83171964059176         1.78432095112066        6.29400203944299
3.75    3.46320561910806     1.78496145909038         1.74000034813952        6.27268063841919
3.8     3.53196490769607     1.82696597442841         1.78481973735399        6.34004151458145
3.85    3.3845500190447      1.65262316734439         1.61366696052655        6.19097508014927
3.9     4.06465753286211     2.30563408599771         2.27024113835342        6.86918283030156
3.95    3.51090253715688     1.72461811606991         1.69315993179291        6.31328461146241
4       3.77689472401396     1.96318908513385         1.93603563824348        6.57689472401396
4.05    4.02558518642102     2.18430206753946         2.16182198877707        6.82296872567045
4.1     4.14691105109815     2.27789802480841         2.26045878138108        6.94144807049313
4.15    3.43112844260835     1.53423677685095         1.5222048454862         6.22259307884736
4.2     3.94526767884132     2.02035220413064         2.0140932378729         6.73343813841707
4.25    4.33644938775092     2.38336837068724         2.3832473598368         7.12110782617741
4.3     3.60594829668689     1.62456331938641         1.63094474695374        6.38688070268521
4.35    4.17763369985637     2.16780954495696         2.1810575369801         6.95462978424063
4.4     3.80547687236078     1.76708141328499         1.78755988433399        6.57832996138169
4.45    4.46533437687049     2.39823847304864         2.42631126721982        7.23384130978919
4.5     4.37464136768179     2.27871876445806         2.31474979214081        7.13860239836072
4.55    4.12703100212999     2.00215823509285         2.04651160577338        6.88624970444045
4.6     3.73365813598735     1.5797144394824          1.63275459083223        6.48794131284551
4.65    4.70188602225164     2.51875324185091         2.58084506533178        7.45104361810599
4.7     4.37707352474798     2.16463603346399         2.23614499666696        7.12091854135162
4.75    4.75890039640459     2.51704501445114         2.59833728037393        7.4972488117156
4.8     4.27773039184276     2.0063463097566          2.09778885321103        7.01040108190475
4.85    4.6857728318896      2.384751536839           2.48671225816882        7.41258749555318
4.9     4.23848777794762     1.9077229830642          2.02057081934303        6.95927086430121
4.95    4.47440000959015     2.11378758617075         2.23789262003988        7.18897864797625
5       4.03524407783546     1.64468199026956         1.78041555656638        6.74344801033483
5.05    4.93114886517686     2.51053710846413         2.65827189878309        7.63281038145013
5.1     4.56866818385677     2.11790872358705         2.27801888890756        7.2636220582385
5.15    5.09088445119308     2.60988116586872         2.78274241737655        7.77896788193921
5.2     4.20585681563666     1.69451544122404         1.88050514944628        6.88690936623149
5.25    4.96625227078462     2.42448034738815         2.62397763975517        7.64011581321838
5.3     4.56035221642401     1.98805903698209         2.20144489392397        7.22687087635682
5.35    5.22162364508828     2.61872020599619         2.84637755567561        7.8806437488205
5.4     5.26730301524274     2.63370196881297         2.87601578059122        7.91867303841609
5.45    4.86017566109956     2.19579126977471         2.45314864650278        7.50374617905681
5.5     4.86114395049226     2.16589204273069         2.43868231195255        7.49676759022741
5.55    5.26679621690529     2.54059414466363         2.82920894881495        7.89432761053913
5.6     5.41013294099753     2.65289953873863         2.95773292441986        8.02942868071706
5.65    4.77602123854949     1.98767678370784         2.30912529010709        7.38693983295232
5.7     4.65390733273622     1.83437350757672         2.17283625411422        7.25630916452421
5.75    5.27001396515717     2.41921381996643         2.77509259322915        7.86376125012625
5.8     4.85931568498584     1.97717360253822         2.35087294257025        7.44427243226122
5.85    5.06295403192165     2.14939569316541         2.54132297917667        7.63898600539034
5.9     5.40067069946738     2.45562305037905         2.86618858593226        7.96764538036205
5.95    5.02652421789933     2.04991543745687         2.4795325351903         7.58431076848961
6       5.59484758664475     2.58660705587281         3.03569212181378        8.14331681499429
6.05    5.29525442992224     2.25531270196499         2.72428531948699        7.83427875567155
6.1     5.53600264889821     2.46429142007748         2.95357443355156        8.06545607003529
6.15    5.48993016221431     2.38638224403273         2.89640184222204        8.00968822279665
6.2     5.88303723014402     2.74758652219507         3.27877232143939        8.39297698893726
6.25    5.60184105409949     2.4344225178478          2.98720764508329        8.10184105409949
6.3     5.73644943433617     2.53699906773365         3.11182024339131        8.22638967314285
6.35    5.47191779974508     2.24037261264968         2.83767023347458        7.95167970075757
6.4     5.89146737788532     2.62776536825094         3.24798359008287        8.36093376228943
6.45    5.85199667515099     2.55607680595867         3.19966362651327        8.31105173467117
6.5     5.44854006495812     2.12034224185971         2.78774958354816        7.8970693353473
6.55    5.94081663441465     2.58028168406181         3.27196547688579        8.37870696965648
6.6     5.45511206622825     2.06218171526063         2.77860197981817        7.88225161342733
6.65    6.00898057300323     2.583597427671           3.32521835830778        8.42525874793981
6.7     5.96492947071632     2.50703699711324         3.27432704525291        8.37023693404319
6.75    5.99252652784408     2.50206903272851         3.29550099041466        8.38675516190402
6.8     5.77261819947389     2.24954081165595         3.06959189533749        8.15566108571707
6.85    5.78595864101372     2.23020729328785         3.07735922787873        8.15771003799516
6.9     6.49169094936163     2.90321236096485         3.77795146420821        8.85204627129985
6.95    6.20907988808395     2.58782154766065         3.49063881482692        8.55793568396239
7       6.58419634494812     2.93010649400343         3.86149768295098        8.92145027814189
7.05    6.34105801378356     2.65408563060773         3.61455134723429        8.66660884219461
7.1     6.07453105264268     2.35462583668995         3.34467162080219        8.38827860932721
7.15    5.80867439385279     2.05578675055871         3.07592316218695        8.11051956812536
7.2     6.24251405582966     2.45659508185167         3.50733778803613        8.5323587748289
7.25    6.52152586738599     2.70252733625258         3.78439719832699        8.79927307808775
7.3     6.24812023299159     2.39599458114593         3.50951774254402        8.51367388465537
7.35    5.95902115822498     2.07372147144972         3.21942944605956        8.21228618526055
7.4     6.16265155551488     2.24413155572501         3.4225613168158         8.40353386075615
7.45    6.83039066503657     2.87860469742804         4.0902987671736         9.05879710341028
7.5     6.74415892080801     2.75906194135027         4.00456848097306        8.9599972833855
7.55    6.30358255789815     2.28513012115908         3.56500302171836        8.5067615563186
7.6     6.85204403676768     2.80019228405997         4.11499125790732        9.04247328802182
7.65    6.49505521760807     2.40976086544652         3.76005153837171        8.67264522917167
7.7     6.26311926652135     2.14433959538099         3.53069359947094        8.42778142182832
7.75    6.26852317355327     2.11621601691852         3.53921108415178        8.4201697177983
7.8     6.52203115510462     2.33615488880017         3.79637494539927        8.66057518136599
7.85    7.16004623098674     2.94055976278105         4.43859502434473        9.28540166665988
7.9     6.9855828543975      2.73244561387047         4.26889268130773        9.09766444793061
7.95    7.33542033120706     3.0485922598733          4.62405421616098        9.43414363913007
8       7.08136914112942     2.76081068280926         4.37589719059475        9.16665051536799
8.05    6.94769356809441     2.59336565952488         4.24869305959545        9.01945014356108
8.1     6.68074733599803     2.29261139767642         3.98880280831645        8.73889701845265
8.15    6.67408973118901     2.25210765844178         3.98979307569923        8.71855118536113
8.2     7.18080899821393     2.72494315248414         4.50475955136731        9.21150163617974
8.25    7.38434646728505     2.89455966763164         4.71715110425749        9.40119043709209
8.3     7.38319529336607     2.85945080816862         4.72546852288345        9.38611146789882
8.35    6.68049676414789     2.12275830301065         4.03286082450432        8.66940673022782
8.4     7.06324563550242     2.47147734135169         4.42633059178624        9.03807168321608
8.45    6.86075792746757     2.23492436883666         4.23520177001031        8.82142303971675
8.5     6.97321331374955     2.31327947724582         4.35966205781318        8.9196411560175
8.55    6.87811127732911     2.18404256027778         4.2772190640473         8.81022618765718
8.6     7.03967158825393     2.3114337915134          4.45210078684288        8.95739856742304
8.65    7.22389745360822     2.46145677455201         4.65031876486322        9.12716215551986
8.7     7.69870803573664     2.90203106139718         5.13980059683045        9.58743675798822
8.75    7.1093071318669      2.27836083223642         4.56575862246627        8.98342680651632
8.8     7.55100439403984     2.685756115524           5.0235111437569         9.41044257855463
8.85    7.10605787257571     2.20647533159555         4.59532496977087        8.95074274096182
8.9     7.76778689135392     2.83383816809201         5.27452829330736        9.59764722545969
8.95    7.16146401072182     2.19311754300858         4.68640265519078        8.97642919171277
9       7.46179478375716     2.45901936109338         5.00566270193642        9.26179478375716
9.05    8.06078672764941     3.02355148536124         5.62432515855266        9.8457521015442
9.1     7.86730512547208     2.79557953899488         5.45126463175202        9.63716700287109
9.15    7.94614665142115     2.83990053070858         5.55128723664644        9.70083672877365
9.2     7.517642121459       2.37684560551399         5.14473334886636        9.25709265432086
9.25    7.68876799063732     2.51339154216165         5.33858910337734        9.41291178608464
9.3     8.22681594846224     3.01683034862145         5.90015599135774        9.93558635764839
9.35    8.12672798297766     2.88210432627826         5.82438592581351        9.82005889383006
9.4     8.06825246683201     2.78896215610797         5.7910373291958         9.74607829688555
9.45    7.87518178978706     2.56119653129271         5.62391276748006        9.5374374791507
